# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 06:53:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,0,577.60000000,1.32800000,-1.32800000,0,1.301000,0.020000,-0.020000,0,411.58985,19.70546,-19.70546,0,1.29500,0.06200,-0.06200,0,0.87,,,0,35.1205000,0.0395000,-0.0394000,7.9700000,0.0300000,-0.0300000,7.7943000,0.0002140,-0.0002140
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,0,5370.00000000,20.00000000,-20.00000000,0,5.750000,0.090000,-0.090000,0,645.19490,34.96130,-34.96130,0,2.03000,0.11000,-0.11000,0,0.87,,,0,35.1205000,0.0395000,-0.0394000,7.9700000,0.0300000,-0.0300000,7.7943000,0.0002140,-0.0002140
HD 66141 b,HD 66141,1,1,Radial Velocity,2012,0,480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,1906.90000,95.30000,-95.30000,0,6.00000,0.30000,-0.30000,0,1.10,0.10,-0.10,0,68.1509000,2.1134500,-2.1134500,4.3782100,0.0230000,-0.0230000,3.9792600,0.0070804,-0.0070804
HD 66428 b,HD 66428,1,2,Radial Velocity,2005,0,2269.81726000,5.36611000,-5.85401000,0,3.395000,0.141000,-0.157000,0,3478.94974,776.13697,-1222.05022,0,10.94600,2.44200,-3.84500,0,1.01,0.13,-0.13,0,53.2817000,0.2180000,-0.2162000,8.2500000,0.0300000,-0.0300000,8.0814200,0.0002450,-0.0002450
HD 66428 c,HD 66428,1,2,Radial Velocity,2021,0,10478.84437000,3362.50248000,-1953.18727000,0,9.408000,1.945000,-1.267000,0,560.64931,1081.88790,-13.03096,0,1.76400,3.40400,-0.04100,0,1.01,0.13,-0.13,0,53.2817000,0.2180000,-0.2162000,8.2500000,0.0300000,-0.0300000,8.0814200,0.0002450,-0.0002450
HD 67087 b,HD 67087,1,2,Radial Velocity,2015,0,352.20000000,1.70000000,-1.60000000,0,1.080000,0.040000,-0.040000,0,973.00000,70.00000,-64.00000,0,3.06000,0.22000,-0.20000,0,1.36,0.04,-0.04,0,76.5217000,0.3315000,-0.3287000,8.0500000,0.0300000,-0.0300000,7.9223500,0.0004780,-0.0004780
HD 67087 c,HD 67087,1,2,Radial Velocity,2015,0,2374.00000000,193.00000000,-156.00000000,0,3.860000,0.430000,-0.370000,0,1540.00000,3180.00000,-1150.00000,0,4.85000,10.00000,-3.61000,0,1.36,0.04,-0.04,0,76.5217000,0.3315000,-0.3287000,8.0500000,0.0300000,-0.0300000,7.9223500,0.0004780,-0.0004780
HD 6718 b,HD 6718,1,1,Radial Velocity,2009,0,2496.00000000,180.00000000,-180.00000000,0,3.550000,0.180000,-0.180000,0,533.95440,76.27920,-76.27920,0,1.68000,0.24000,-0.24000,0,1.08,0.21,-0.21,0,51.3444000,0.1393000,-0.1385000,8.4500000,0.0300000,-0.0300000,8.2814700,0.0002470,-0.0002470
HD 68402 b,HD 68402,1,1,Radial Velocity,2016,0,1103.00000000,33.00000000,-33.00000000,0,2.180000,0.090000,-0.090000,0,2510.84442,540.30829,-476.74261,0,7.90000,1.70000,-1.50000,0,1.12,0.05,-0.05,0,78.4293000,0.0963000,-0.0962000,9.1100000,0.0300000,-0.0300000,8.9544300,0.0002290,-0.0002290
HD 6860 b,HD 6860,1,1,Radial Velocity,2023,0,663.87000000,4.61000000,-4.31000000,0,2.030000,0.010000,-0.010000,0,8981.83078,651.54823,-689.68764,0,28.26000,2.05000,-2.17000,0,2.49,,,0,61.1246900,2.8395300,-2.8395300,2.0676300,0.0230000,-0.0230000,,,
HD 68988 b,HD 68988,1,2,Radial Velocity,2001,0,6.27711000,0.00021000,-0.00021000,0,0.070000,0.000000,0.000000,0,626.12510,31.78300,-31.78300,0,1.97000,0.10000,-0.10000,0,1.28,0.09,-0.09,0,60.8447000,0.1918000,-0.1906000,8.2000000,0.0300000,-0.0300000,8.0461100,0.0003850,-0.0003850
HD 68988 c,HD 68988,1,2,Radial Velocity,2021,0,16000.00000000,11000.00000000,-3500.00000000,0,13.200000,5.300000,-2.000000,0,4767.42610,889.91954,-476.74261,0,15.00000,2.80000,-1.50000,0,1.17,0.05,-0.05,0,60.8447000,0.1918000,-0.1906000,8.2000000,0.0300000,-0.0300000,8.0461100,0.0003850,-0.0003850
HD 69123 b,HD 69123,1,1,Radial Velocity,2022,0,1193.30000000,7.00000000,-7.00000000,0,2.482000,0.010000,-0.010000,0,982.08978,197.05361,-92.17024,0,3.09000,0.62000,-0.29000,0,1.68,0.09,-0.09,0,75.1160000,0.3524500,-0.3524500,5.7700000,0.0300000,-0.0300000,5.4955500,0.0014480,-0.0014480
HD 69830 b,HD 69830,1,3,Radial Velocity,2006,0,8.66700000,0.00300000,-0.00300000,0,0.078500,,,0,10.20000,,,0,0.03210,,,0,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000,5.9600400,0.0230000,-0.0230000,5.7539200,0.0009726,-0.0009726
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,0,31.56000000,0.04000000,-0.04000000,0,0.186000,,,0,11.80000,,,0,0.03710,,,0,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000,5.9600400,0.0230000,-0.0230000,5.7539200,0.0009726,-0.0009726
HD 69830 d,HD 69830,1,3,Radial Velocity,2006,0,197.00000000,3.00000000,-3.00000000,0,0.630000,,,0,18.10000,,,0,0.05700,,,0,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000,5.9600400,0.0230000,-0.0230000,5.7539200,0.0009726,-0.0009726
HD 70573 b,HD 70573,1,1,Radial Velocity,2007,0,851.80000000,11.60000000,-11.60000000,0,1.760000,0.050000,-0.050000,0,1900.00000,130.00000,-130.00000,0,6.10000,0.40000,-0.40000,0,1.00,0.10,-0.10,0,59.1820000,0.1565000,-0.1558000,8.6670000,0.0020000,-0.0020000,8.5426100,0.0009210,-0.0009210
HD 70642 b,HD 70642,1,1,Radial Velocity,2003,0,2124.54000000,14.65000000,-13.51000000,0,3.318000,0.022000,-0.021000,0,1239.53079,92.17024,-85.81367,0,3.90000,0.29000,-0.27000,0,1.08,0.02,-0.02,0,29.2760000,0.0276000,-0.0275000,7.1700000,0.0300000,-0.0300000,6.9921100,0.0002350,-0.0002350
HD 7199 b,HD 7199,1,1,Radial Velocity,2011,0,615.00000000,7.00000000,-7.00000000,0,1.360000,0.020000,-0.020000,0,85.81410,9.53490,-9.53490,0,0.27000,0.03000,-0.03000,0,0.77,0.09,-0.09,0,36.1531000,0.0364000,-0.0364000,8.0600000,0.0300000,-0.0300000,7.8374300,0.0002300,-0.0002300
HD 72490 b,HD 72490,1,1,Radial Velocity,2018,0,858.00000000,12.00000000,-12.00000000,0,1.880000,0.210000,-0.210000,0,561.92344,25.42640,-25.42640,0,1.76800,0.08000,-0.08000,0,1.21,,,0,126.3390000,1.0915000,-1.0915000,7.8200000,0.0300000,-0.0300000,7.5741500,0.0002190,-0.0002190
HD 72659 b,HD 72659,1,2,Radial Velocity,2002,0,3549.39854000,18.95929000,-15.59603000,0,4.691000,0.185000,-0.202000,0,949.67128,821.90426,-31.14718,0,2.98800,2.58600,-0.09800,0,1.09,0.13,-0.13,0,51.8949000,0.1451000,-0.1442000,7.4600000,0.0300000,-0.0300000,7.3107000,0.0001990,-0.0001990
HD 72659 c,HD 72659,1,2,Radial Velocity,2022,0,18207.72098000,1389.93101000,-1200.41907000,0,13.959000,0.884000,-0.861000,0,5977.08102,1411.79378,-1524.30504,0,18.80600,4.44200,-4.79600,0,1.09,0.13,-0.13,0,51.8949000,0.1451000,-0.1442000,7.4600000,0.0300000,-0.0300000,7.3107000,0.0001990,-0.0001990
HD 72892 b,HD 72892,1,1,Radial Velocity,2016,0,39.44603000,0.00168000,-0.00145000,0,0.228000,0.009000,-0.010000,0,1737.88573,143.65844,-150.96849,0,5.46800,0.45200,-0.47500,0,1.01,0.13,-0.13,0,69.7311000,0.1871000,-0.1862000,8.8300000,0.0300000,-0.0300000,8.6469000,0.0002010,-0.0002010
HD 73256 c,HD 73256,1,1,Radial Velocity,2023,0,2690.00000000,60.00000000,-102.00000000,0,3.800000,0.100000,-0.100000,0,5085.25451,317.82841,-317.82841,0,16.00000,1.00000,-1.00000,0,1.00,0.05,-0.05,0,36.7080000,0.0562000,-0.0559000,8.0800000,0.0300000,-0.0300000,7.8567600,0.0007380,-0.0007380
HD 73267 b,HD 73267,1,2,Radial Velocity,2008,0,1257.99159000,0.50697000,-0.60358000,0,2.229000,0.091000,-0.100000,0,1321.53052,216.44115,-164.95294,0,4.15800,0.68100,-0.51900,0,0.93,0.12,-0.12,0,50.4093000,0.0729000,-0.0726000,8.9000000,0.0300000,-0.0300000,8.6783500,0.0002150,-0.0002150
HD 73267 c,HD 73267,1,2,Radial Velocity,2022,0,17071.78045000,785.40421000,-1087.38232000,0,12.688000,0.631000,-0.812000,0,1630.77756,289.85951,-89.62761,0,5.13100,0.91200,-0.28200,0,0.93,0.12,-0.12,0,50.4093000,0.0729000,-0.0726000,8.9000000,0.0300000,-0.0300000,8.6783500,0.0002150,-0.0002150
HD 73344 b,HD 73344,1,1,Transit,2024,0,15.61100000,0.00003000,-0.00003000,0,0.131000,0.000300,-0.000200,0,10.48000,,,1,0.03297,,,1,1.20,0.02,-0.02,0,35.2600000,0.0526000,-0.0525000,6.8935100,0.0230000,-0.0230000,6.7468000,0.0002050,-0.0002050
HD 73526 b,HD 73526,1,2,Radial Velocity,2002,0,188.30000000,0.90000000,-0.90000000,0,0.650000,0.010000,-0.010000,0,978.91640,98.52730,-98.52730,0,3.08000,0.31000,-0.31000,0,1.14,0.15,-0.15,0,97.2396000,0.3235000,-0.3214000,8.9900000,0.0300000,-0.0300000,8.7968200,0.0002040,-0.0002040
HD 73526 c,HD 73526,1,2,Radial Velocity,2005,0,379.10000000,0.50000000,-0.50000000,0,1.030000,0.020000,-0.020000,0,715.09000,41.32000,-41.32000,0,2.25000,0.13000,-0.13000,0,1.01,0.05,-0.05,0,97.2396000,0.3235000,-0.3214000,8.9900000,0.0300000,-0.0300000,8.7968200,0.0002040,-0.0002040
HD 73534 b,HD 73534,1,1,Radial Velocity,2008,0,1750.00000000,24.00000000,-24.00000000,0,2.990000,0.150000,-0.150000,0,353.42696,18.75197,-18.75197,0,1.11200,0.05900,-0.05900,0,1.16,,,0,83.3321000,0.3702000,-0.3702000,8.2300000,0.0300000,-0.0300000,7.9570700,0.0002070,-0.0002070
HD 73583 b,HD 73583,1,2,Transit,2022,0,6.39804200,0.00000670,-0.00000620,0,0.060400,0.002700,-0.002600,0,10.20000,3.40000,-3.10000,0,0.03209,0.01070,-0.00975,0,0.73,0.02,-0.02,0,31.5666000,0.0321000,-0.0320000,9.6700000,0.0300000,-0.0300000,9.2703300,0.0004800,-0.0004800
HD 73583 c,HD 73583,1,2,Transit,2022,0,18.87974000,0.00086000,-0.00074000,0,0.124200,0.005500,-0.005400,0,9.70000,1.80000,-1.70000,0,0.03052,0.00566,-0.00535,0,0.73,0.02,-0.02,0,31.5666000,0.0321000,-0.0320000,9.6700000,0.0300000,-0.0300000,9.2703300,0.0004800,-0.0004800
HD 74156 b,HD 74156,1,2,Radial Velocity,2003,0,51.63564000,0.00100000,-0.00113000,0,0.280000,0.011000,-0.012000,0,532.36258,43.22466,-45.44946,0,1.67500,0.13600,-0.14300,0,1.10,0.14,-0.14,0,57.6030000,0.1613000,-0.1604000,7.6100000,0.0300000,-0.0300000,7.4693400,0.0002350,-0.0002350
HD 74156 c,HD 74156,1,2,Radial Velocity,2003,0,2448.48726000,4.19249000,-4.24759000,0,3.678000,0.145000,-0.159000,0,2753.98315,440.19234,-149.37935,0,8.66500,1.38500,-0.47000,0,1.10,0.14,-0.14,0,57.6030000,0.1613000,-0.1604000,7.6100000,0.0300000,-0.0300000,7.4693400,0.0002350,-0.0002350
HD 7449 b,HD 7449,2,1,Radial Velocity,2011,0,1270.55195000,10.75633000,-7.38672000,0,2.438000,0.062000,-0.063000,0,2597.92940,970.96578,-857.81887,0,8.17400,3.05500,-2.69900,0,1.20,0.09,-0.09,0,38.6620000,0.0650000,-0.0648000,7.5000000,0.0300000,-0.0300000,7.3499600,0.0002840,-0.0002840
HD 74698 b,HD 74698,1,2,Radial Velocity,2023,0,15.01700000,0.00200000,-0.00200000,0,0.121000,0.001000,-0.001000,0,23.00000,3.00000,-3.00000,0,0.07000,0.01000,-0.01000,0,1.04,0.03,-0.03,0,52.0648000,0.0760000,-0.0758000,7.7800000,0.0300000,-0.0300000,7.6095900,0.0002280,-0.0002280
HD 74698 c,HD 74698,1,2,Radial Velocity,2023,0,3449.00000000,189.00000000,-210.00000000,0,4.500000,0.200000,-0.200000,0,126.00000,19.00000,-19.00000,0,0.40000,0.06000,-0.06000,0,1.04,0.03,-0.03,0,52.0648000,0.0760000,-0.0758000,7.7800000,0.0300000,-0.0300000,7.6095900,0.0002280,-0.0002280
HD 75289 b,HD 75289,2,1,Radial Velocity,1999,0,3.50927000,0.00006400,-0.00006400,0,0.050000,0.000000,0.000000,0,155.73670,9.53490,-9.53490,0,0.49000,0.03000,-0.03000,0,1.29,0.10,-0.10,0,29.1158000,0.0240000,-0.0240000,6.3500000,0.0300000,-0.0300000,6.2104700,0.0004358,-0.0004358
HD 75302 b,HD 75302,1,1,Radial Velocity,2023,0,4356.00000000,173.00000000,-112.00000000,0,5.300000,0.200000,-0.100000,0,1716.27340,158.91420,-127.13136,0,5.40000,0.50000,-0.40000,0,1.06,0.05,-0.05,0,30.3288000,0.0605000,-0.0604000,7.4500000,0.0300000,-0.0300000,7.2830000,0.0005340,-0.0005340
HD 75784 b,HD 75784,1,2,Radial Velocity,2014,0,341.20000000,1.10000000,-1.10000000,0,1.032000,0.066000,-0.066000,0,317.83000,44.49620,-44.49620,0,1.00000,0.14000,-0.14000,0,1.26,,,0,85.4321000,0.5255500,-0.5255500,7.8400000,0.0300000,-0.0300000,7.5599000,0.0001900,-0.0001900
HD 75784 c,HD 75784,1,2,Radial Velocity,2018,0,7900.00000000,2000.00000000,-2000.00000000,0,8.400000,1.400000,-1.400000,0,1792.56120,228.83760,-228.83760,0,5.64000,0.72000,-0.72000,0,1.26,,,0,85.4321000,0.5255500,-0.5255500,7.8400000,0.0300000,-0.0300000,7.5599000,0.0001900,-0.0001900
HD 75898 b,HD 75898,1,1,Radial Velocity,2007,0,422.90000000,0.29000000,-0.29000000,0,1.191000,0.073000,-0.073000,0,861.31930,114.41880,-114.41880,0,2.71000,0.36000,-0.36000,0,1.26,0.23,-0.23,0,78.0505000,0.3040000,-0.3016000,8.0300000,0.0300000,-0.0300000,7.8959700,0.0002320,-0.0002320
HD 76700 b,HD 76700,1,1,Radial Velocity,2002,0,3.97097000,0.00023000,-0.00023000,0,0.050000,0.000000,0.000000,0,66.74430,9.53490,-9.53490,0,0.21000,0.03000,-0.03000,0,0.99,0.17,-0.17,0,60.8831000,0.1175000,-0.1171000,8.1600000,0.0300000,-0.0300000,7.9734800,0.0004020,-0.0004020
HD 76920 b,HD 76920,1,1,Radial Velocity,2017,0,415.89100000,0.04300000,-0.03900000,0,1.091000,0.068000,-0.077000,0,994.80291,130.30965,-136.66622,0,3.13000,0.41000,-0.43000,0,1.00,0.20,-0.20,0,184.0310000,1.0270000,-1.0170000,7.8300000,0.0300000,-0.0300000,7.5144000,0.0002690,-0.0002690
HD 77338 b,HD 77338,1,1,Radial Velocity,2012,0,5.73610000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,15.90000,4.70000,-5.30000,0,0.05000,0.01500,-0.01700,0,1.37,0.32,-0.32,0,45.9350000,0.0753000,-0.0751000,8.6300000,0.0300000,-0.0300000,8.4099200,0.0002620,-0.0002620
HD 77946 b,HD 77946,1,1,Transit,2024,0,6.52736300,0.00002700,-0.00002700,0,0.073000,0.001000,-0.010000,0,10.90000,1.80000,-1.70000,0,0.03430,0.00566,-0.00535,0,1.20,0.03,-0.03,0,99.4510000,0.3632000,-0.3607000,8.9900000,0.0300000,-0.0300000,8.8518400,0.0002430,-0.0002430
HD 79181 b,HD 79181,1,1,Radial Velocity,2021,0,273.10000000,1.30000000,-0.40000000,0,0.900000,0.070000,-0.080000,0,203.41018,19.06970,-50.85255,0,0.64000,0.06000,-0.16000,0,1.28,0.32,-0.28,0,103.3350000,0.9950000,-0.9950000,5.7200000,0.0300000,-0.0300000,5.4529200,0.0021329,-0.0021329
HD 7924 b,HD 7924,1,3,Radial Velocity,2008,0,5.39792000,0.00025000,-0.00025000,0,0.060000,0.000000,0.000000,0,6.35660,0.00000,0.00000,0,0.02000,0.00000,0.00000,0,0.65,0.05,-0.05,0,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,6.9251600,0.0001960,-0.0001960
HD 7924 c,HD 7924,1,3,Radial Velocity,2015,0,15.29900000,0.00320000,-0.00330000,0,0.113400,0.001300,-0.001400,0,7.86000,0.73000,-0.71000,0,0.02473,0.00230,-0.00223,0,0.83,0.02,-0.04,0,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,6.9251600,0.0001960,-0.0001960
HD 7924 d,HD 7924,1,3,Radial Velocity,2015,0,24.45100000,0.01500000,-0.01700000,0,0.155100,0.001800,-0.001900,0,6.44000,0.79000,-0.78000,0,0.02026,0.00249,-0.00245,0,0.83,0.02,-0.04,0,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,6.9251600,0.0001960,-0.0001960
HD 79498 b,HD 79498,2,1,Radial Velocity,2011,0,1807.00000000,15.00000000,-15.00000000,0,2.980000,0.150000,-0.150000,0,425.89220,66.74430,-66.74430,0,1.34000,0.21000,-0.21000,0,1.08,0.15,-0.15,0,48.9489000,0.1776000,-0.1763000,8.0500000,0.0300000,-0.0300000,7.8859000,0.0003640,-0.0003640
HD 80606 b,HD 80606,2,1,Radial Velocity,2001,0,111.43670000,0.00040000,-0.00040000,0,0.456500,0.005100,-0.005300,0,1392.09540,235.19420,-235.19420,0,4.38000,0.74000,-0.74000,0,1.15,0.27,-0.27,0,66.4711000,0.1612000,-0.1604000,9.0600000,0.0300000,-0.0300000,8.8200800,0.0002060,-0.0002060
HD 80653 b,HD 80653,1,2,Transit,2020,0,0.71957300,0.00002100,-0.00002100,0,0.016610,0.000190,-0.000190,0,5.72000,0.36000,-0.35000,0,0.01800,0.00113,-0.00110,0,1.18,0.04,-0.04,0,109.8600000,0.8110000,-0.8000000,9.4520000,0.0030000,-0.0030000,9.3073300,0.0003460,-0.0003460
HD 80869 b,HD 80869,1,1,Radial Velocity,2021,0,1752.92067000,37.01650000,-33.60283000,0,2.905000,0.127000,-0.131000,0,1609.80088,809.82678,-179.57305,0,5.06500,2.54800,-0.56500,0,1.06,0.13,-0.13,0,85.3951000,0.5374000,-0.5308000,8.4800000,0.0300000,-0.0300000,8.3317300,0.0002280,-0.0002280
HD 80883 b,HD 80883,1,1,Radial Velocity,2022,0,6383.78352000,2891.20808000,-1084.85967000,0,6.462000,1.843000,-0.804000,0,1748.05624,390.92894,-335.62680,0,5.50000,1.23000,-1.05600,0,0.88,0.11,-0.11,0,34.6011000,0.0576000,-0.0574000,8.6000000,0.0300000,-0.0300000,8.3618000,0.0005270,-0.0005270
HD 80913 b,HD 80913,1,1,Radial Velocity,2022,0,10839.83341000,2660.45783000,-1973.20021000,0,9.950000,1.683000,-1.410000,0,7505.20000,1142.27529,-1227.13548,0,23.61400,3.59400,-3.86100,0,1.11,0.14,-0.14,0,61.3603000,0.0839000,-0.0837000,7.4900000,0.0300000,-0.0300000,7.3356700,0.0002460,-0.0002460
HD 81040 b,HD 81040,1,1,Radial Velocity,2005,0,1004.70000000,3.00000000,-3.00000000,0,1.946000,0.014000,-0.014000,0,2393.24790,10.17051,-10.17051,0,7.53000,0.03200,-0.03200,0,0.96,0.04,-0.04,0,34.4341000,0.0777000,-0.0773000,7.7200000,0.0300000,-0.0300000,7.5554300,0.0003290,-0.0003290
HD 81688 b,HD 81688,1,1,Radial Velocity,2007,0,183.93000000,0.09000000,-0.09000000,0,0.648000,0.000000,0.000000,0,525.68819,17.16273,-17.48056,0,1.65400,0.05400,-0.05500,0,1.07,0.27,-0.16,0,85.7183000,0.7869500,-0.7869500,5.3975500,0.0230000,-0.0230000,5.1259800,0.0027257,-0.0027257
HD 81817 b,HD 81817,1,2,Radial Velocity,2020,0,1021.20159000,13.88370000,-9.89130000,0,3.233000,0.125000,-0.131000,0,7668.56380,3097.87348,-219.61943,0,24.12800,9.74700,-0.69100,0,4.30,0.50,-0.50,0,269.1260000,23.2370000,-19.8650000,4.2648900,0.0230000,-0.0230000,3.8012200,0.0070948,-0.0070948
HD 81817 c,HD 81817,1,2,Radial Velocity,2022,0,622.97802000,2.01914000,-2.12035000,0,2.325000,0.087000,-0.095000,0,7185.78245,590.84301,-596.24609,0,22.60900,1.85900,-1.87600,0,4.30,0.50,-0.50,0,269.1260000,23.2370000,-19.8650000,4.2648900,0.0230000,-0.0230000,3.8012200,0.0070948,-0.0070948
HD 82886 b,HD 82886,1,1,Radial Velocity,2011,0,705.00000000,34.00000000,-34.00000000,0,1.580000,0.080000,-0.080000,0,740.54390,104.88390,-104.88390,0,2.33000,0.33000,-0.33000,0,2.53,0.46,-0.46,0,127.0610000,1.1220000,-1.1030000,7.6200000,0.0300000,-0.0300000,7.3809600,0.0002040,-0.0002040
HD 82943 b,HD 82943,1,2,Radial Velocity,2003,0,441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,534.25000,8.89900,-8.89900,0,1.68100,0.02800,-0.02800,0,1.08,0.12,-0.15,0,27.5902000,0.0291000,-0.0290000,6.5499300,0.0230000,-0.0230000,6.3896400,0.0006460,-0.0006460
HD 82943 c,HD 82943,1,2,Radial Velocity,2003,0,220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,622.60300,14.93700,-14.93700,0,1.95900,0.04700,-0.04700,0,1.08,0.12,-0.15,0,27.5902000,0.0291000,-0.0290000,6.5499300,0.0230000,-0.0230000,6.3896400,0.0006460,-0.0006460
HD 8326 b,HD 8326,1,1,Radial Velocity,2019,0,158.99100000,1.44000000,-1.44000000,0,0.533000,0.011000,-0.011000,0,66.60000,19.60000,-19.60000,0,0.20955,0.06167,-0.06167,0,0.80,0.05,-0.05,0,30.6862000,0.0442000,-0.0441000,8.7600000,0.0300000,-0.0300000,8.4748700,0.0003650,-0.0003650
HD 83443 b,HD 83443,1,2,Radial Velocity,2002,0,2.98562800,0.00000500,-0.00000500,0,0.040600,0.000400,-0.000400,0,127.76702,2.54263,-2.54263,0,0.40200,0.00800,-0.00800,0,1.00,0.03,-0.03,0,40.8991000,0.0628000,-0.0626000,8.2300000,0.0300000,-0.0300000,8.0265000,0.0002650,-0.0002650
HD 83443 c,HD 83443,1,2,Radial Velocity,2022,0,8241.00000000,1019.00000000,-530.00000000,0,8.000000,0.800000,-0.800000,0,476.74261,158.91420,-63.56568,0,1.50000,0.50000,-0.20000,0,1.00,0.03,-0.03,0,40.8991000,0.0628000,-0.0626000,8.2300000,0.0300000,-0.0300000,8.0265000,0.0002650,-0.0002650
HD 8535 b,HD 8535,2,1,Radial Velocity,2010,0,1313.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.060000,0,216.12440,22.24810,-12.71320,0,0.68000,0.07000,-0.04000,0,1.13,,,0,55.4401000,0.0961000,-0.0957000,7.7000000,0.0300000,-0.0300000,7.5606600,0.0001900,-0.0001900
HD 85390 b,HD 85390,1,1,Radial Velocity,2009,0,799.52000000,2.41000000,-2.41000000,0,1.373000,0.035000,-0.035000,0,31.46517,3.17830,-3.17830,0,0.09900,0.01000,-0.01000,0,0.76,,,0,33.5225000,0.0430000,-0.0429000,8.5400000,0.0300000,-0.0300000,8.2946200,0.0004520,-0.0004520
HD 8574 b,HD 8574,1,1,Radial Velocity,2002,0,227.00000000,0.20000000,-0.20000000,0,0.760000,0.010000,-0.010000,0,645.19490,44.49620,-44.49620,0,2.03000,0.14000,-0.14000,0,1.34,0.12,-0.12,0,44.8264000,0.0940000,-0.0936000,7.1200000,0.0300000,-0.0300000,6.9834500,0.0003650,-0.0003650
HD 86065 b,HD 86065,1,1,Radial Velocity,2022,0,25775.78859000,13279.46721000,-9595.00303000,0,15.947000,4.799000,-4.381000,0,2877.30057,854.95841,-815.86552,0,9.05300,2.69000,-2.56700,0,0.81,0.09,-0.09,0,40.3661000,0.0557000,-0.0555000,9.3600000,0.0300000,-0.0300000,9.0605900,0.0007070,-0.0007070
